50.0,50.0,50.0,50.0,50.0,Normal,2025-05-22 13:23:22.256502
50.0,50.0,50.0,50.0,50.0,Normal,2025-05-22 15:38:16.343898
50.0,50.0,50.0,50.0,50.0,Normal,2025-05-22 15:39:24.429814
50.0,33.78,50.0,75.4,50.0,Normal,2025-06-24 15:42:34.342384
89.18,94.72,98.55,100.0,100.0,Fault,2025-06-24 15:42:50.533143
